all_type,text
L-I,the mosquito is just trying to get food
L-I,the moss will eventually all die at least therse a 50%50 chance that it will
L-I,The Need The Sun For Giving Them Nutriens
L-I,the queen ant lays all the eggs
L-I,The raise of the sun are so powerful that even some of Jupiter.The raise feeds all of the producers and animals.
L-I,"The trees get nutrious y the water feeding the roots, and the sun!"
L-I,theere is millions of ants thats how
L-I,there are a billon ants in a ant hill
L-I,there are alot more then a thousand ant holes on earth more like BILLIONS of ant hills.
L-I,"There are two types of fresh water, hard and soft. Hard water has lots of metals. Soft water has no minerals"
L-I,there can be thousand of ants in one ant hill with ony one queen!
L-I,"There is a grass called Perennial Fountain Grass
Pennisetum alopecuroides"
L-I,"There is an ornamental grass called Feather Reed Grass
(Calamagrostis acutiflora) and it is from 3 to 5 feet tall and it has a lot of flowers."
L-I,there may be food in the tree
L-I,there may be thousands of ant holes
L-I,They have sounds that they make!
L-I,They lay thousends of eggs a day.
L-I,They lay thousends of eggs a day.
L-I,They make it so bees can live in them!
L-I,they mix blobs of silk with water to make webs
L-I,They need moisture and shade to grow.
L-I,"Titariomyrma gigantuem Size 6 cm
Monomarium pharaonis Size 2 mm
????????????????????????????"
L-I,Today is the 10th of dec there is a little progress the beans are swealing like crazy i'm going to continue my work and keep checking and write more on those days
L-I,When I watched a brain pop video I learned that seedless plants have spores. Spores are kind of like the seeds for seedless plant exept they´re microscphic.
L-I,yes exactly thank you its also made from sand and pine nedles
L-I,you also need co2 for photosynthesis
L-I,you should make a biger quashtion because you could just serch that up and mabey you can wach that brain pop video
L-I,you should make your question longer because bees live 122 to 152 days or early bumblebees can live 28 days
L-I,"? soil is a wonder and i've never heard of white soil. and anyway soil is used for many things like plants,chipmuncks and people."
L-IS,[    I need to understand  -- ]
L-IS,[    My theory  - test- ]
L-IS,[    My theory  -- ]
L-IS,[    Putting our knowledge together  - i know that the anthills- ]
L-IS,[    This theory cannot explain  - why animals- ]
L-IS,I agree with you too
L-IS,i dont know
L-IS,so dark
L-IS,testing this
L-Q,"-
[    I need to understand are ant hills living or noliving-- ]    
- ]"
L-Q,[    I need to understand  - are ant hills alive?- ]
L-Q,"[    I need to understand  - How Ants build Ant hills. Do they help other ants build ant hills, or do they make them all alone?- ]"
L-Q,[    I need to understand  - how did are ecosystem start- ]
L-Q,[    I need to understand  - how do ants build ant hills- ]
L-Q,[    I need to understand  - how we feel air but we can't see it.- ]
L-Q,[    I need to understand  - if a femail ant can become a queen be from eating the right food then what happes if a mail eats the right food.- ]
L-Q,"[    I need to understand  - if the sun is so far away, how can we still feel the hotness of the sun?- ]    
- - ]"
L-Q,[    I need to understand  - that what is the thing that makes the air push on our body? - ]
L-Q,"[    I need to understand  - the evidence of how moss is fuzzy
[    My theory  - - ]    
- ]"
L-Q,[    I need to understand  - what is the yellow tanish stuff that kind of looks like roots or ginger. so I smelled    it and it smelled like fresh grass and kind of like garlic- ]
L-Q,[    I need to understand  - why we are not able to see air we feel it why can't we see it- ]
L-Q,"[    I need to understand ""why Do Some Catepillars Have Fur Kind OF Suff?"" (
Image -> https://kf6.rit.albany.edu//manual_assets/kf4images/icon-note-unread-othr-.gif
""My Wondering. BY SHREYAS SRIVASTAV"" (Link->contribution/5bb64dcb502a7223616d129e)
by Shreyas Srivastav) -- ]"
L-Q,Are ornamental grasses found all over the world ? ??
L-Q,Did you know that there is a Queen ant?
L-Q,Do ants have Love??
L-Q,do ants sleep? do they go into hibernation?
L-Q,Do plants eat sunlight?
L-Q,"do venomous, and poisonous animals eat each other? if they do, do they still live?"
L-Q,does weather do anything to the ecosyestems?
L-Q,Dose anyone have any good experaments???
L-Q,How are animals so social and work together? What are their strategies?
L-Q,how deos moss/plants eat thier food
L-Q,HoW dId YoU gEt ThIs?
L-Q,How do animals get into the court yard
L-Q,how do ants build ant hills or do other anamils build ?
L-Q,how do spiders climd walls
L-Q,how do spiders spin weds
L-Q,How do the rocks get into our courtyard
L-Q,"How do tree's grow why does it need water and sunlight.
how many days does it take for a tree to grow. Does it matter if its a different type of tree"
L-Q,How Does air poulition effect people??
L-Q,How does sunlight help living things?
L-Q,How does the white soil interact with plants
L-Q,how dose the sun help and what dose it do to hel our eco sistme
L-Q,How long can a Queen bee live?
L-Q,how long can bees live in there lifetime.
L-Q,How long do ants live?
L-Q,How was white soil created?
L-Q,i DEFINITEY AGREE with this. But are they strong enough too crush 10? Or MORE?
L-Q,I have a new theroy about how ants build their houses. I think they could possibaly push sand/mud/dirt to were they want the anthills.
L-Q,i wonder how they get the blood out
L-Q,"I wonder if a big flower like a sunflower can grow in a small space
from sienna
[    My theory  - is no it cant- ]"
L-Q,"I'm learning about the diffrence between air.
Does the air in the Adirondack Mountains have more or less carbon dixoide then the air in NYC?"
